Domain	Filename	Entity	Linkable	Split	Split Terms	Wiki IDs
Biology	S1873506113001116.ann	two different hiPSC lines in the spinner flasks		Yes	h,iPSC lines,spinner flasks	https://en.wikipedia.org/wiki/Human,;https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,;,
Biology	S2213671113001306.ann	age-related macular degeneration		No		https://en.wikipedia.org/wiki/Macular_degeneration,
Biology	S2213671113000738.ann	allogeneic grafts		No	allogeneic grafts	
Biology	S1873506114000075.ann	heterozygous ATTR mutant iPS cells		Yes	heterozygous,A,TTR,mutant,iPS cells	https://en.wikipedia.org/wiki/Zygosity#Heterozygous,ADJECTIVE_41705_0_1;https://en.wikipedia.org/wiki/Amyloid,;https://en.wikipedia.org/wiki/Transthyretin,;https://en.wikipedia.org/wiki/Mutant,ADJECTIVE_74759_1_1;https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,
Biology	S2213671113000921.ann	those cells	No		cells	https://en.wikipedia.org/wiki/Cell_(biology),NOUN_7398_0_11
Biology	S2213671113001306.ann	the hRPE xenograft		Yes	h,RPE,xenograft	https://en.wikipedia.org/wiki/Human,;https://en.wikipedia.org/wiki/Retinal_pigment_epithelium,;https://en.wikipedia.org/wiki/Xenotransplantation,
Biology	S2211124713006475.ann	placode fate		Yes	placode,fate	https://en.wikipedia.org/wiki/Neurogenic_placodes,NOUN_520446_0_1;,NOUN_35747_0_2
Biology	S2211124712002884.ann	testing	No			
Biology	S2213671113000921.ann	isolation	No			
Biology	S2213671113001306.ann	spectral domain optical coherence tomography (SD-OCT) and fundoscopy		Yes	spectral domain optical coherence tomography (SD-OCT),fundoscopy	https://en.wikipedia.org/wiki/Optical_coherence_tomography,;https://en.wikipedia.org/wiki/Ophthalmoscopy,NOUN_4889452_0_1
Biology	S1873506113001116.ann,S2213671113001288.ann	hiPSCs		Yes	h,iPSCs	https://en.wikipedia.org/wiki/Human,;https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,NOUN_2786150_0_1
Biology	S2213671113000921.ann	endodermal progeny		Yes	endodermal,progeny	https://en.wikipedia.org/wiki/Endoderm,ADJECTIVE_1210465_0_1;,NOUN_37163_0_2
Biology	S2213671113001306.ann	near-native characteristics	No			
Biology	S1873506114000075.ann	dermal fibroblasts		No		https://en.wikipedia.org/wiki/Dermal_fibroblast,
Biology	S2213671113000738.ann	the activation	No			
Biology	S2213671113000908.ann	self-renew	No			
Biology	S2213671113000921.ann	A SOX2-GFP hESC line		Yes	SOX2-GFP,hESC line	https://en.wikipedia.org/wiki/SOX2,;https://en.wikipedia.org/wiki/Embryonic_stem_cell,
Biology	S2213671113001288.ann	the signature	No			
Biology	S016816561300552X.ann	aggregates		No	aggregates	,NOUN_36958_0_1
Biology	S2213671113000921.ann	human embryonic stem cells		No		https://en.wikipedia.org/wiki/Embryonic_stem_cell,
Biology	S2213671113001288.ann	DNA methylation patterns		No		https://en.wikipedia.org/wiki/DNA_methylation,
Biology	S2213671113000921.ann	a human embryonic stem cell (hESC) line		No		https://en.wikipedia.org/wiki/Embryonic_stem_cell,
Biology	S2213671113000908.ann	retain	No			
Biology	S2213671113001288.ann	aberrant hypermethylation		No	hypermethylation	https://en.wikipedia.org/wiki/Methylation,NOUN_214708_0_1
Biology	S2211124713006475.ann	a platform	No			
Biology	S2213671113000672.ann	Tauopathies		No		https://en.wikipedia.org/wiki/Tauopathy,
Biology	S2213671113000672.ann	TAU-A152T mutation		No		
Biology	S2213671113001306.ann	a continuous polarized human RPE monolayer		Yes	human,RPE,monolayer	https://en.wikipedia.org/wiki/Human,ADJECTIVE_6715_0_1;https://en.wikipedia.org/wiki/Retinal_pigment_epithelium,;https://en.wikipedia.org/wiki/Monolayer,NOUN_965863_0_2
Biology	S1873506114000075.ann	elucidate	No			
Biology	S1873506113001116.ann	hiPSC expansion		Yes	h,iPSC,expansion	https://en.wikipedia.org/wiki/Human,;https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,NOUN_2786150_0_1;,NOUN_42385_0_1
Biology	S2211124712002884.ann	increased sensitivity	No			
Biology	S2211124712002884.ann	multiple frontotemporal dementia patient-specific induced pluripotent stem cell lines		Yes	frontotemporal dementia,patient,induced pluripotent stem cell lines	https://en.wikipedia.org/wiki/Frontotemporal_dementia,;https://en.wikipedia.org/wiki/Patient,NOUN_44371_1_1;https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,
Biology	S2211124713006475.ann	human cranial placode development		Yes	human,cranial placode,development	https://en.wikipedia.org/wiki/Human,ADJECTIVE_6715_0_1;https://en.wikipedia.org/wiki/Neurogenic_placodes,;https://en.wikipedia.org/wiki/Developmental_biology,NOUN_39933_0_2
Biology	S2213671113000672.ann	the accumulation	No			
Biology	S1873506113001116.ann	an efficient scale-up bioprocess		No	bioprocess	https://en.wikipedia.org/wiki/Bioprocess,NOUN_2153016_0_1
Biology	S2213671113000921.ann	patterning	No			
Biology	S2213671113000908.ann	produce	No			
Biology	S2213671113000672.ann	corrected	No			
Biology	S2213671113000738.ann	the allografts		No		https://en.wikipedia.org/wiki/Allotransplantation,NOUN_531669_0_1
Biology	S2211124713006475.ann	engraft		No		
Biology	S1873506113001116.ann	the E8 chemically defined and xeno-free medium		Yes	E8,chemically defined,xeno-free medium	,;https://en.wikipedia.org/wiki/Chemically_defined_medium,;,
Biology	S2213671113000672.ann	human neurons		No		https://en.wikipedia.org/wiki/Neuron,
Biology	S1873506113001116.ann	hiPSCs in spinner flasks		Yes	h,iPSCs,spinner flasks	https://en.wikipedia.org/wiki/Human,;https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,NOUN_2786150_0_1;,
Biology	S2213671113001306.ann	Trephined pieces of RPE monolayers		Yes	Trephined,RPE,monolayers	https://en.wikipedia.org/wiki/Trephine,VERB_891440_0_1;https://en.wikipedia.org/wiki/Retinal_pigment_epithelium,;https://en.wikipedia.org/wiki/Monolayer,NOUN_965863_0_2
Biology	S1873506113001116.ann	undifferentiated aggregates in spinner flasks		Yes	undifferentiated,aggregates,spinner flasks	https://en.wikipedia.org/wiki/Cellular_differentiation,ADJECTIVE_207372_0_2;,NOUN_36958_0_1;,
Biology	S2213671113000908.ann	specialized cells		No		https://en.wikipedia.org/wiki/Cellular_differentiation,
Biology	S2211124713006475.ann	fate specification		No	fate specification	https://en.wikipedia.org/wiki/Cell_fate_determination,
Biology	S1873506114000075.ann	LT		No		https://en.wikipedia.org/wiki/Liver_transplantation,
Biology	S2211124713006475.ann	Timed withdrawal		Yes	Timed,withdrawal	,ADJECTIVE_238756_1_2;,
Biology	S2213671113001288.ann	n = 114	No			
Biology	S2211124713006475.ann	adrenocorticotropic hormone		No		https://en.wikipedia.org/wiki/Adrenocorticotropic_hormone,NOUN_748870_0_1
Biology	S1873506113001116.ann	a scalable culture system		Yes	scalable,culture	,ADJECTIVE_309932_0_2;https://en.wikipedia.org/wiki/Cell_culture,NOUN_39309_0_6
Biology	S2211124712002884.ann	downregulated		No	downregulated	https://en.wikipedia.org/wiki/Downregulation_and_upregulation,VERB_851811_0_1
Biology	S2213671113000672.ann	brains		No		https://en.wikipedia.org/wiki/Brain,NOUN_7891_0_1
Biology	S1873506113001116.ann	optimize	No			
Biology	S2213671113001288.ann	DNMT3B		No		https://en.wikipedia.org/wiki/DNMT3B,
Biology	S1873506113001116.ann	maintained	No			
Biology	S2213671113001306.ann	Human embryonic stem cell (hESC)		No		https://en.wikipedia.org/wiki/Embryonic_stem_cell,
Biology	S2213671113001288.ann	a wave of de novo methylation		Yes	de novo,methylation	https://en.wikipedia.org/wiki/De_novo_synthesis,ADJECTIVE_67036_0_1;https://en.wikipedia.org/wiki/Methylation,NOUN_214709_0_2
Biology	S1873506113001116.ann	translational realization		No	translational	https://en.wikipedia.org/wiki/Translation_(biology),
Biology	S1873506113001116.ann	the E8 medium		Yes	E8,medium	,;https://en.wikipedia.org/wiki/Growth_medium,NOUN_38450_0_1
Biology	S2213671113000908.ann	a defined culture system		No	culture system	https://en.wikipedia.org/wiki/Cell_culture,NOUN_39309_0_6
Biology	S1873506113001116.ann	a computational simulation		No		https://en.wikipedia.org/wiki/Computer_simulation,
Biology	S2211124713006475.ann	the dysfunction	No		dysfunction	,NOUN_71986_0_1
Biology	S2211124713006475.ann	hormone release		Yes	hormone,release	https://en.wikipedia.org/wiki/Hormone,NOUN_57881_0_1;,NOUN_62475_0_7
Biology	S2213671113001288.ann	biomarkers		No		https://en.wikipedia.org/wiki/Biomarker,NOUN_764586_0_1
Biology	S2211124712002884.ann	intracellular and secreted PGRN		Yes	intracellular,secreted,PGRN	https://en.wikipedia.org/wiki/Intracellular,ADJECTIVE_258629_0_1;https://en.wikipedia.org/wiki/Secretion,VERB_318661_1_1;https://en.wikipedia.org/wiki/Granulin,
Biology	S2213671113001288.ann	a panel	No			
Biology	S2211124712002884.ann	a model system	No			
Biology	S2213671113000908.ann	maintaining	No			
Biology	S2211124713006475.ann	human cell-based therapies		Yes	human,cell-based therapies	https://en.wikipedia.org/wiki/Human,NOUN_6715_1_1;https://en.wikipedia.org/wiki/Cell_therapy,
Biology	S2213671113000908.ann	expand	No			
Biology	S2211124713006475.ann	epidermal lineage		Yes	epidermal,lineage	https://en.wikipedia.org/wiki/Epidermis,ADJECTIVE_362880_0_1;https://en.wikipedia.org/wiki/Lineage_(evolution),NOUN_62233_0_1
Biology	S1873506114000075.ann	Hepatocyte-like cells		Yes	Hepatocyte,cells	https://en.wikipedia.org/wiki/Hepatocyte,NOUN_236649_0_1;https://en.wikipedia.org/wiki/Cell_(biology),NOUN_7398_0_6
Biology	S016816561300552X.ann	cells aggregates		No	cells aggregates	
Biology	S016816561300552X.ann	manual and automated processes	No			
Biology	S2213671113000672.ann	homozygous TAU-A152T mutation		Yes	homozygous,TAU-A152T mutation	https://en.wikipedia.org/wiki/Zygosity#Homozygous,ADJECTIVE_41704_0_1;,
Biology	S2213671113000672.ann	the accurate modeling	No			
Biology	S016816561300552X.ann,S2213671113000921.ann	differentiation	No			
Biology	S2213671113000738.ann	microglia (IBA-1+/MHC class II+)		Yes	microglia,IBA-1+,MHC class II+	https://en.wikipedia.org/wiki/Microglia,NOUN_556858_0_1;,;https://en.wikipedia.org/wiki/MHC_class_II,
Biology	S2213671113001288.ann	partially abrogated	No			
Biology	S1873506113001116.ann	hiPSC technology		Yes	h,iPSC	https://en.wikipedia.org/wiki/Human,;https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,
Biology	S1873506114000075.ann	human diseases		No	human diseases	https://en.wikipedia.org/wiki/Disease,
Biology	S2211124712002884.ann	Progranulin (PGRN) mutations		Yes	Progranulin,PGRN,mutations	https://en.wikipedia.org/wiki/Granulin#Progranulin,NOUN_4933266_0_1;https://en.wikipedia.org/wiki/Granulin#Progranulin,;https://en.wikipedia.org/wiki/Mutation,NOUN_198604_0_2
Biology	S1873506114000075.ann	expressed ATTR		Yes	expressed,A,TTR	https://en.wikipedia.org/wiki/Gene_expression,VERB_222432_0_1;https://en.wikipedia.org/wiki/Amyloid,;https://en.wikipedia.org/wiki/Transthyretin,
Biology	S2213671113001288.ann	high accuracy		No	accuracy	https://en.wikipedia.org/wiki/Accuracy_and_precision,NOUN_2942_0_2
Biology	S2213671113000738.ann	leukocytes (CD45+/CD3+)		Yes	leukocytes,CD45+,CD3+	https://en.wikipedia.org/wiki/White_blood_cell,NOUN_7401_0_1;https://en.wikipedia.org/wiki/PTPRC,;https://en.wikipedia.org/wiki/CD3_(immunology),
Biology	S1873506113001116.ann	the expansion and cryopreservation		No	cryopreservation	https://en.wikipedia.org/wiki/Cryopreservation,NOUN_210730_0_1
Biology	S2211124713006475.ann	cranial placodes		No	cranial placodes	https://en.wikipedia.org/wiki/Neurogenic_placodes,
Biology	S2211124713006475.ann	the selective generation	No			
Biology	S2213671113000921.ann	neural and lung progenitor cells		Yes	neural,lung,progenitor cells	https://en.wikipedia.org/wiki/Nervous_system,ADJECTIVE_60661_0_1;https://en.wikipedia.org/wiki/Lung,NOUN_40138_0_1;https://en.wikipedia.org/wiki/Progenitor_cell,NOUN_6646298_0_1
Biology	S2211124712002884.ann	the underlying molecular mechanism		No	molecular mechanism	
Biology	S2211124713006475.ann	suppresses	No			
Biology	S2213671113001306.ann	transplantation therapies		No	transplantation therapies	
Biology	S016816561300552X.ann	the automated system		No	automated	https://en.wikipedia.org/wiki/Automation,ADJECTIVE_290847_1_1
Biology	S2213671113000921.ann	NPCs		Yes	N,PCs	https://en.wikipedia.org/wiki/Neuron,;https://en.wikipedia.org/wiki/Progenitor_cell,
Biology	S2213671113001306.ann	stable	No			
Biology	S2213671113000921.ann	the SOX2 locus		Yes	SOX2,locus	https://en.wikipedia.org/wiki/SOX2,;https://en.wikipedia.org/wiki/Locus_(genetics),NOUN_69529_0_3
Biology	S2213671113000921.ann	This SOX2 reporter line		Yes	SOX2,reporter line	https://en.wikipedia.org/wiki/SOX2,;https://en.wikipedia.org/wiki/Reporter_gene,
Biology	S2213671113000921.ann	transcriptome-wide expression analysis		Yes	transcriptome,expression analysis	https://en.wikipedia.org/wiki/Transcriptome,NOUN_504404_0_1;,
Biology	S016816561300552X.ann	pluripotency gene expression		Yes	pluripotency,gene expression	https://en.wikipedia.org/wiki/Pluripotency_(biological_compounds),NOUN_475348_0_1;https://en.wikipedia.org/wiki/Gene_expression,NOUN_800657_0_1
Biology	S2213671113000921.ann	maintenance	No			
Biology	S1873506114000075.ann	FAP treatments		Yes	FAP,treatments	https://en.wikipedia.org/wiki/Familial_amyloid_polyneuropathy,;https://en.wikipedia.org/wiki/Therapy,NOUN_79499_0_2
Biology	S2211124713006475.ann	mature lens fibers		No	lens fibers	https://en.wikipedia.org/wiki/Lens_(anatomy)#Lens_fibers,
Biology	S2213671113000672.ann	TAU fragmentation and phosphorylation		Yes	TAU,fragmentation,phosphorylation	https://en.wikipedia.org/wiki/Tau_protein,;https://en.wikipedia.org/wiki/Fragmentation_(cell_biology),NOUN_296641_0_1;https://en.wikipedia.org/wiki/Phosphorylation,NOUN_280904_0_1
Biology	S2213671113000738.ann	Autologous transplantation		No		https://en.wikipedia.org/wiki/Autologous_stem-cell_transplantation,
Biology	S2213671113000738.ann	an immune-privileged site		No	immune	https://en.wikipedia.org/wiki/Immunity_(medical),ADJECTIVE_62020_0_2
Biology	S016816561300552X.ann	feeder-free and chemically defined medium		Yes	feeder-free,chemically defined medium	,;https://en.wikipedia.org/wiki/Chemically_defined_medium,
Biology	S2213671113000672.ann	neurodegeneration		No		https://en.wikipedia.org/wiki/Neurodegeneration,NOUN_1020990_0_1
Biology	S2213671113000738.ann	a higher number	No			
Biology	S2211124712002884.ann	frontotemporal dementia		No		https://en.wikipedia.org/wiki/Frontotemporal_dementia,
Biology	S2213671113001306.ann	overlaying	No			
Biology	S1873506114000075.ann	the progression of FAP		No	FAP	https://en.wikipedia.org/wiki/Familial_amyloid_polyneuropathy,
Biology	S2213671113001306.ann	the adult human RPE stem cell (hRPESC)		Yes	adult human,RPE,stem cell,h,RPE,SC	https://en.wikipedia.org/wiki/Adult,;https://en.wikipedia.org/wiki/Retinal_pigment_epithelium,;https://en.wikipedia.org/wiki/Stem_cell,NOUN_7399_0_1;,;https://en.wikipedia.org/wiki/Retinal_pigment_epithelium,;,NOUN_5240_1_14
Biology	S2211124712002884.ann	sporadic FTD		Yes	sporadic,FTD	,ADJECTIVE_95845_0_2;https://en.wikipedia.org/wiki/Frontotemporal_dementia,
Biology	S2213671113000921.ann	SOX2		No		https://en.wikipedia.org/wiki/SOX2,
Biology	S2213671113000921.ann	expression of genes		No		https://en.wikipedia.org/wiki/Gene_expression,
Biology	S2213671113001306.ann	retained characteristics	No			
Biology	S1873506113001116.ann	10	No			
Biology	S2213671113001288.ann	distinguish	No			
Biology	S1873506113001116.ann	Human iPSCs		Yes	Human,iPSCs	https://en.wikipedia.org/wiki/Human,ADJECTIVE_6715_0_1;https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,NOUN_2786150_0_1
Biology	S2211124713006475.ann	anterior pituitary cells		Yes	anterior pituitary,cells	https://en.wikipedia.org/wiki/Anterior_pituitary,NOUN_4440795_0_1;https://en.wikipedia.org/wiki/Cell_(biology),NOUN_7398_0_11
Biology	S2213671113000738.ann	nonhuman primates		No		https://en.wikipedia.org/wiki/Primate,
Biology	S2213671113000672.ann	zinc-finger nuclease-mediated gene editing		Yes	zinc-finger,nuclease,gene editing	https://en.wikipedia.org/wiki/Zinc_finger,;https://en.wikipedia.org/wiki/Nuclease,NOUN_339511_0_1;https://en.wikipedia.org/wiki/Genome_editing,
Biology	S1873506113001116.ann	glass-ball type spinner flasks		Yes	glass,spinner flasks	https://en.wikipedia.org/wiki/Glass,NOUN_35931_0_1;,
Biology	S2211124713006475.ann	induce	No			
Biology	S2213671113000672.ann	eliminates	No			
Biology	S2213671113000908.ann	liver and pancreatic cells		Yes	liver,pancreatic cells	https://en.wikipedia.org/wiki/Hepatocyte,;https://en.wikipedia.org/wiki/Pancreatic_islets,
Biology	S2213671113000921.ann	a SOX2 reporter		Yes	SOX2,reporter	https://en.wikipedia.org/wiki/SOX2,;https://en.wikipedia.org/wiki/Reporter_gene,
Biology	S2213671113001288.ann	12 out of the 82	No			
Biology	S1873506113001116.ann	efficiently expand	No			
Biology	S2213671113001306.ann	fetal hRPE		Yes	fetal,h,RPE	https://en.wikipedia.org/wiki/Fetus,ADJECTIVE_60313_0_1;https://en.wikipedia.org/wiki/Human,;https://en.wikipedia.org/wiki/Retinal_pigment_epithelium,
Biology	S2213671113000672.ann	induced pluripotent stem cells (iPSCs)		No		https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,
Biology	S2211124713006475.ann	functional	No			
Biology	S2213671113001306.ann	polyester membranes		No		https://en.wikipedia.org/wiki/Polyethylene_terephthalate,
Biology	S2213671113000672.ann	mutation correction		No	mutation	https://en.wikipedia.org/wiki/Mutation,NOUN_198604_0_2
Biology	S2213671113000672.ann	increased	No			
Biology	S2213671113001288.ann	Eighty-two	No			
Biology	S2213671113001306.ann	adult hRPE stem cells or fetal tissue		Yes	adult h,RPE,stem cells,fetal tissue	https://en.wikipedia.org/wiki/Adult,;https://en.wikipedia.org/wiki/Retinal_pigment_epithelium,;https://en.wikipedia.org/wiki/Stem_cell,NOUN_7399_0_1;https://en.wikipedia.org/wiki/Fetal_tissue_implant,
Biology	S2213671113000672.ann	increases	No			
Biology	S1873506114000075.ann	amyloidogenic transthyretin (ATTR)		Yes	amyloidogenic,transthyretin,A,TTR	https://en.wikipedia.org/wiki/Amyloid,ADJECTIVE_1454097_0_1;https://en.wikipedia.org/wiki/Transthyretin,NOUN_620963_0_1;https://en.wikipedia.org/wiki/Amyloid,;https://en.wikipedia.org/wiki/Transthyretin,
Biology	S2213671113000921.ann	purification	No			
Biology	S1873506113001116.ann	https://en.wikipedia.org/wiki/Cell_suspension,		No	suspension	https://en.wikipedia.org/wiki/Cell_suspension,NOUN_9642_0_3
Biology	S2213671113001288.ann	the unique hiPSC methylation signature		Yes	h,iPSC,methylation	https://en.wikipedia.org/wiki/Human,;https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,NOUN_2786150_0_1;https://en.wikipedia.org/wiki/Methylation,NOUN_214709_0_2
Biology	S2213671113001288.ann	DNMT3B-mutant hiPSCs		Yes	DNMT3B,mutant,h,iPSCs	https://en.wikipedia.org/wiki/DNMT3B,;https://en.wikipedia.org/wiki/Mutant,ADJECTIVE_74759_1_1;https://en.wikipedia.org/wiki/Human,;https://en.wikipedia.org/wiki/Induced_pluripotent_stem_cell,NOUN_2786150_0_1
